city,customer_id,email,first_name,last_name,phone,state,street,zip_code
Pleasanton,259,johnathan.velazquez@hotmail.com,Johnathan,Velazquez,NULL,CA,9680 E. Somerset Street ,94566
Canyon Country,260,rodrick.shelton@hotmail.com,Rodrick,Shelton,NULL,CA,7157 Addison Street ,91387
Fullerton,261,ferne.kline@hotmail.com,Ferne,Kline,NULL,CA,303 Shady St. ,92831
Buffalo,262,rubin.decker@gmail.com,Rubin,Decker,(716) 950-9835,NY,9875 Shady Ave. ,14215
Oceanside,263,dortha.jarvis@yahoo.com,Dortha,Jarvis,(442) 919-8256,NY,76 Prince Drive ,11572
Garden City,264,mariela.huffman@gmail.com,Mariela,Huffman,NULL,NY,531 Fieldstone Road ,11530
Central Islip,265,mellisa.farley@yahoo.com,Mellisa,Farley,NULL,NY,21 West Princess St. ,11722
Elmont,266,myung.hooper@gmail.com,Myung,Hooper,NULL,NY,951 Mill Road ,11003
Apple Valley,267,angelina.lloyd@yahoo.com,Angelina,Lloyd,NULL,CA,9593 North Sherman Dr. ,92307
Ballston Spa,268,trinity.riddle@aol.com,Trinity,Riddle,NULL,NY,23 Oakland Lane ,12020
Bellmore,269,barton.crosby@msn.com,Barton,Crosby,NULL,NY,896 Edgewater St. ,11710
Kingston,270,claudio.wise@hotmail.com,Claudio,Wise,NULL,NY,810 Oxford Ave. ,12401
Longview,271,katheleen.marks@yahoo.com,Katheleen,Marks,NULL,TX,69 North Tower St. ,75604
Jamaica,272,deja.chaney@hotmail.com,Deja,Chaney,NULL,NY,52 Woodside Ave. ,11432
Ozone Park,273,queenie.vance@gmail.com,Queenie,Vance,NULL,NY,172 Arcadia Ave. ,11417
Hopewell Junction,274,josh.shaw@gmail.com,Josh,Shaw,NULL,NY,212 North Leeton Ridge Street ,12533
San Angelo,275,pinkie.kirkland@yahoo.com,Pinkie,Kirkland,NULL,TX,18 Myers St. ,76901
Ronkonkoma,276,lavette.wright@msn.com,Lavette,Wright,NULL,NY,6 Windsor Street ,11779
Monroe,277,mark.garrett@msn.com,Mark,Garrett,NULL,NY,285 Rosewood Dr. ,10950
Campbell,278,myesha.burgess@gmail.com,Myesha,Burgess,NULL,CA,306 Trenton Rd. ,95008
South El Monte,279,justina.long@aol.com,Justina,Long,NULL,CA,39 Littleton Ave. ,91733
San Angelo,280,brenda.tate@msn.com,Brenda,Tate,NULL,TX,36 Hilltop Street ,76901
Ozone Park,281,rayna.perry@hotmail.com,Rayna,Perry,NULL,NY,7238 Oakland St. ,11417
San Lorenzo,282,randolph.chase@yahoo.com,Randolph,Chase,NULL,CA,828 Bridle Ave. ,94580
Poughkeepsie,283,jaimee.day@aol.com,Jaimee,Day,NULL,NY,7534 Whitemarsh Ave. ,12601
Commack,284,susann.bass@msn.com,Susann,Bass,NULL,NY,21 Old Rock Maple Ave. ,11725
Astoria,285,leola.gould@gmail.com,Leola,Gould,NULL,NY,8 Kirkland St. ,11102
Levittown,286,virgil.frost@gmail.com,Virgil,Frost,NULL,NY,9798 Beacon St. ,11756
Oxnard,287,mireille.puckett@hotmail.com,Mireille,Puckett,(805) 961-9909,CA,378 Purple Finch Drive ,93035
Banning,288,keturah.massey@msn.com,Keturah,Massey,NULL,CA,189 Arnold Drive ,92220
Richardson,289,charmain.webster@hotmail.com,Charmain,Webster,NULL,TX,36 East Stonybrook Rd. ,75080
Centereach,290,barry.buckner@gmail.com,Barry,Buckner,NULL,NY,8779 High Noon Rd. ,11720
Sunnyside,291,boyce.burks@gmail.com,Boyce,Burks,NULL,NY,879 Harvey Dr. ,11104
Hempstead,292,monty.frost@aol.com,Monty,Frost,(516) 460-5396,NY,76 Foxrun Dr. ,11550
Plainview,293,tiny.french@hotmail.com,Tiny,French,NULL,NY,7163 Hall St. ,11803
Rome,294,clementina.sargent@hotmail.com,Clementina,Sargent,NULL,NY,9853 Catherine Road ,13440
South Ozone Park,295,danny.kim@msn.com,Danny,Kim,NULL,NY,74 Essex Drive ,11420
Uniondale,296,sophia.mcmillan@msn.com,Sophia,Mcmillan,NULL,NY,8541 S. Pleasant Street ,11553
Helotes,297,christia.carson@gmail.com,Christia,Carson,NULL,TX,220 Orchard Street ,78023
Upland,298,jennie.middleton@gmail.com,Jennie,Middleton,NULL,CA,95 High Noon Dr. ,91784
Bay Shore,299,jame.riggs@hotmail.com,Jame,Riggs,NULL,NY,9237 Hudson Drive ,11706
Mountain View,300,rayford.simon@msn.com,Rayford,Simon,NULL,CA,998 Whitemarsh Road ,94043
Scarsdale,301,annett.garrett@yahoo.com,Annett,Garrett,NULL,NY,19 Euclid Lane ,10583
Apple Valley,302,hayden.cross@gmail.com,Hayden,Cross,NULL,CA,90 Pumpkin Hill St. ,92307
Woodhaven,303,rolanda.larsen@yahoo.com,Rolanda,Larsen,NULL,NY,5 West University Court ,11421
Springfield Gardens,304,jayme.zamora@gmail.com,Jayme,Zamora,NULL,NY,2 Ridge Lane ,11413
Redondo Beach,305,hope.cotton@aol.com,Hope,Cotton,NULL,CA,9092 Blue Spring Dr. ,90278
Kingston,306,vikki.erickson@yahoo.com,Vikki,Erickson,NULL,NY,24 Jones Street ,12401
Glendora,307,fransisca.nicholson@aol.com,Fransisca,Nicholson,NULL,CA,945 Schoolhouse Street ,91740
Webster,308,mazie.fernandez@hotmail.com,Mazie,Fernandez,NULL,NY,583 Harvard Ave. ,14580
Canandaigua,309,anderson.martin@hotmail.com,Anderson,Martin,NULL,NY,9051 Hillside Dr. ,14424
Middle Village,310,gilberto.parsons@gmail.com,Gilberto,Parsons,NULL,NY,8115 North Edgewater Drive ,11379
Fresno,311,charise.burt@aol.com,Charise,Burt,(559) 888-2229,CA,582 Creek St. ,93706
Longview,312,cameron.carroll@yahoo.com,Cameron,Carroll,NULL,TX,9133 South Halifax Ave. ,75604
Maspeth,313,melani.jarvis@hotmail.com,Melani,Jarvis,NULL,NY,8 Tunnel St. ,11378
Rowlett,314,javier.nichols@msn.com,Javier,Nichols,NULL,TX,8944 Marconi St. ,75088
Baldwin,315,justina.jenkins@yahoo.com,Justina,Jenkins,NULL,NY,8236 Creek St. ,11510
Euless,316,hortencia.graham@aol.com,Hortencia,Graham,NULL,TX,7764 Greenrose Street ,76039
Woodside,317,christia.wilkins@msn.com,Christia,Wilkins,NULL,NY,7062 Willow Court ,11377
Fullerton,318,eliz.whitney@msn.com,Eliz,Whitney,NULL,CA,523 Crescent Court ,92831
Apple Valley,319,justin.newton@hotmail.com,Justin,Newton,NULL,CA,93 Shore Rd. ,92307
Oceanside,320,aron.wiggins@aol.com,Aron,Wiggins,(442) 497-3353,NY,6 Bradford St. ,11572
Brooklyn,321,chere.hardin@yahoo.com,Chere,Hardin,NULL,NY,763 Fulton Road ,11201
Poughkeepsie,322,merideth.preston@yahoo.com,Merideth,Preston,NULL,NY,794 Rockaway St. ,12601
Schenectady,323,jeniffer.slater@aol.com,Jeniffer,Slater,NULL,NY,30 Old Orange Lane ,12302
Bellmore,324,laureen.paul@yahoo.com,Laureen,Paul,NULL,NY,617 Squaw Creek Rd. ,11710
Bronx,325,berna.moore@hotmail.com,Berna,Moore,NULL,NY,7230 Lafayette Drive ,10451
Rocklin,326,shiela.calderon@msn.com,Shiela,Calderon,NULL,CA,844 Albany St. ,95677
New York,327,sharie.alvarez@msn.com,Sharie,Alvarez,(212) 211-7621,NY,987 West Leatherwood Dr. ,10002
Euless,328,bettie.glover@gmail.com,Bettie,Glover,NULL,TX,9083 Addison Dr. ,76039
Port Chester,329,marilyn.frank@aol.com,Marilyn,Frank,NULL,NY,8878 Branch Street ,10573
Woodside,330,sheba.knapp@aol.com,Sheba,Knapp,NULL,NY,86 Gates Street ,11377
Bay Shore,331,aleta.mack@yahoo.com,Aleta,Mack,NULL,NY,8869 W. Edgemont Lane ,11706
Canyon Country,332,reena.higgins@gmail.com,Reena,Higgins,NULL,CA,900 South Columbia Street ,91387
Sunnyside,333,ami.mcmahon@aol.com,Ami,Mcmahon,NULL,NY,566 Hilldale Drive ,11104
Huntington Station,334,somer.jordan@msn.com,Somer,Jordan,NULL,NY,7046 Helen Avenue ,11746
Bronx,335,scarlet.reed@hotmail.com,Scarlet,Reed,NULL,NY,151 S. Myers Court ,10451
Lancaster,336,trisha.johnson@msn.com,Trisha,Johnson,(717) 126-8787,NY,59 Wild Horse St. ,14086
South Ozone Park,337,majorie.wyatt@yahoo.com,Majorie,Wyatt,NULL,NY,8507 Miller St. ,11420
Forest Hills,338,abbey.pugh@gmail.com,Abbey,Pugh,NULL,NY,26 Market Drive ,11375
Central Islip,339,tamela.harrell@aol.com,Tamela,Harrell,NULL,NY,7316 Cypress Rd. ,11722
Smithtown,340,yanira.bradshaw@gmail.com,Yanira,Bradshaw,NULL,NY,7484 Ann Court ,11787
Mount Vernon,341,delana.scott@yahoo.com,Delana,Scott,NULL,NY,7372 Ridgeview St. ,10550
Merrick,342,cassondra.pruitt@aol.com,Cassondra,Pruitt,NULL,NY,4 Alderwood Circle ,11566
Commack,343,jesica.fields@yahoo.com,Jesica,Fields,NULL,NY,318 Country Dr. ,11725
Mountain View,344,herta.rollins@msn.com,Herta,Rollins,NULL,CA,287 1st Drive ,94043
Albany,345,mi.gray@aol.com,Mi,Gray,(229) 813-2130,NY,27 Roehampton Dr. ,12203
Maspeth,346,jacalyn.barnett@gmail.com,Jacalyn,Barnett,NULL,NY,7537 Swanson Street ,11378
Oakland,347,kanesha.hudson@gmail.com,Kanesha,Hudson,(510) 788-7298,CA,8293 Gartner Drive ,94603
Coachella,348,darren.witt@aol.com,Darren,Witt,NULL,CA,916 Hillcrest Ave. ,92236
Coachella,349,mable.pratt@gmail.com,Mable,Pratt,NULL,CA,254 SW. Temple Street ,92236
Bay Shore,350,christoper.mccall@msn.com,Christoper,Mccall,NULL,NY,72 Summit St. ,11706
Monsey,351,margorie.wynn@gmail.com,Margorie,Wynn,NULL,NY,707 Schoolhouse St. ,10952
Jamaica,352,josef.greer@gmail.com,Josef,Greer,NULL,NY,92 Summer Court ,11432
Monsey,353,tisa.whitney@yahoo.com,Tisa,Whitney,NULL,NY,549 Newbridge Dr. ,10952
Sunnyside,354,tonda.armstrong@aol.com,Tonda,Armstrong,NULL,NY,19 Forest Rd. ,11104
Bay Shore,355,arvilla.weiss@msn.com,Arvilla,Weiss,NULL,NY,477 Blue Spring St. ,11706
Bronx,356,vashti.rosario@yahoo.com,Vashti,Rosario,NULL,NY,623 Johnson Circle ,10451
San Jose,357,sheri.cole@aol.com,Sheri,Cole,(408) 658-2285,CA,479 Chapel Court ,95127
Wantagh,358,kandace.giles@msn.com,Kandace,Giles,NULL,NY,30 NE. Walt Whitman Drive ,11793
Pomona,359,angie.powers@aol.com,Angie,Powers,NULL,CA,6 Rockland Dr. ,91768
Houston,360,van.peters@yahoo.com,Van,Peters,(281) 658-7772,TX,45 Fifth Dr. ,77016
Valley Stream,361,virgina.berg@yahoo.com,Virgina,Berg,NULL,NY,804 South Purple Finch Drive ,11580
Kingston,362,olevia.noel@yahoo.com,Olevia,Noel,NULL,NY,39 N. Rosewood Dr. ,12401
Ballston Spa,363,kaci.gallegos@gmail.com,Kaci,Gallegos,NULL,NY,8573 Halifax St. ,12020
Ithaca,364,bev.chang@yahoo.com,Bev,Chang,NULL,NY,104 Rockville St. ,14850
Bayside,365,rodger.rojas@yahoo.com,Rodger,Rojas,NULL,NY,8442 Cooper Ave. ,11361
Floral Park,366,lavonne.anderson@aol.com,Lavonne,Anderson,NULL,NY,9420 Wintergreen Court ,11001
Ozone Park,367,blanca.hooper@msn.com,Blanca,Hooper,NULL,NY,340 Bald Hill St. ,11417
Forest Hills,368,alysha.powers@msn.com,Alysha,Powers,NULL,NY,39 West Marshall Ave. ,11375
Woodside,369,mary.singleton@hotmail.com,Mary,Singleton,NULL,NY,474 Amerige Ave. ,11377
Howard Beach,370,jina.cooper@aol.com,Jina,Cooper,NULL,NY,8947 W. Lexington Rd. ,11414
Rosedale,371,loni.duncan@gmail.com,Loni,Duncan,NULL,NY,80 Saxton Lane ,11422
Wappingers Falls,372,collene.roman@aol.com,Collene,Roman,NULL,NY,30 North Argyle Dr. ,12590
Utica,373,mariette.trevino@aol.com,Mariette,Trevino,NULL,NY,4 Border Court ,13501
Merrick,374,candelaria.coffey@aol.com,Candelaria,Coffey,NULL,NY,45 Newport Lane ,11566
Uniondale,375,yan.trevino@gmail.com,Yan,Trevino,NULL,NY,796 Jefferson Rd. ,11553
Victoria,376,elanor.patrick@aol.com,Elanor,Patrick,NULL,TX,51 Howard Ave. ,77904
Port Chester,377,klara.mosley@gmail.com,Klara,Mosley,NULL,NY,518 Devon Court ,10573
Mount Vernon,378,rosalba.o'neal@yahoo.com,Rosalba,O'neal,NULL,NY,7517 Pennsylvania St. ,10550
Uniondale,379,mina.carrillo@aol.com,Mina,Carrillo,NULL,NY,8659 Trenton Lane ,11553
Selden,380,alesia.horne@aol.com,Alesia,Horne,NULL,NY,9229 Amherst Lane ,11784
Bronx,381,kristen.alvarez@aol.com,Kristen,Alvarez,NULL,NY,9778 North River St. ,10451
Howard Beach,382,collin.webster@aol.com,Collin,Webster,NULL,NY,475 Cottage Rd. ,11414
Whitestone,383,ashlee.pena@aol.com,Ashlee,Pena,NULL,NY,966 Highland St. ,11357
Flushing,384,aimee.merritt@yahoo.com,Aimee,Merritt,NULL,NY,537 East Meadowbrook St. ,11354
Glendora,385,rochelle.ward@yahoo.com,Rochelle,Ward,NULL,CA,7855 La Sierra Street ,91740
Upland,386,nelle.beck@aol.com,Nelle,Beck,NULL,CA,8998 Wakehurst Drive ,91784
Elmhurst,387,kaila.walters@msn.com,Kaila,Walters,NULL,NY,57 Gates Drive ,11373
Whitestone,388,aleta.stone@aol.com,Aleta,Stone,NULL,NY,8 Elm Dr. ,11357
San Angelo,389,leif.short@gmail.com,Leif,Short,NULL,TX,962 Carpenter Ave. ,76901
Ronkonkoma,390,lorrie.pollard@yahoo.com,Lorrie,Pollard,NULL,NY,7834 Shore Ave. ,11779
Los Banos,391,vernita.ball@gmail.com,Vernita,Ball,NULL,CA,126 Arnold Dr. ,93635
Elmhurst,392,cyndi.bush@gmail.com,Cyndi,Bush,NULL,NY,18 Smoky Hollow Drive ,11373
Upland,393,gertrude.terry@hotmail.com,Gertrude,Terry,NULL,CA,34 Airport Dr. ,91784
South El Monte,394,virgen.clemons@gmail.com,Virgen,Clemons,NULL,CA,354 Cactus Drive ,91733
Liverpool,395,fairy.robinson@msn.com,Fairy,Robinson,NULL,NY,8837 Joy Ridge St. ,13090
Niagara Falls,396,laverna.hernandez@hotmail.com,Laverna,Hernandez,NULL,NY,34 South Longfellow St. ,14304
Franklin Square,397,jeannie.wilcox@yahoo.com,Jeannie,Wilcox,NULL,NY,7744 Miles Dr. ,11010
Sunnyside,398,suellen.mercado@yahoo.com,Suellen,Mercado,NULL,NY,3 Taylor Drive ,11104
Kingston,399,bart.hess@aol.com,Bart,Hess,NULL,NY,799 N. Maiden Street ,12401
Depew,400,alfredo.dodson@hotmail.com,Alfredo,Dodson,NULL,NY,8960 Glenholme Dr. ,14043
Longview,401,shaunda.barnett@gmail.com,Shaunda,Barnett,NULL,TX,9366 San Carlos Lane ,75604
Pittsford,402,kerrie.morton@hotmail.com,Kerrie,Morton,NULL,NY,8772 State St. ,14534
Canyon Country,403,elouise.fry@aol.com,Elouise,Fry,NULL,CA,49 Bohemia Street ,91387
Ballston Spa,404,augustus.steele@aol.com,Augustus,Steele,NULL,NY,7474 N. Orchard St. ,12020
Commack,405,greta.page@hotmail.com,Greta,Page,NULL,NY,8316 Augusta Drive ,11725
Shirley,406,kerrie.o'neill@gmail.com,Kerrie,O'neill,NULL,NY,69 Wellington Ave. ,11967
San Pablo,407,dannette.guerrero@gmail.com,Dannette,Guerrero,NULL,CA,68 Carriage Street ,94806
Central Islip,408,edra.fitzgerald@msn.com,Edra,Fitzgerald,NULL,NY,8892 Birchwood St. ,11722
Carmel,409,jerome.bolton@msn.com,Jerome,Bolton,NULL,NY,9921 Argyle Street ,10512
Bellmore,410,conception.slater@gmail.com,Conception,Slater,NULL,NY,5 Sunset Street ,11710
New York,411,octavia.case@aol.com,Octavia,Case,(212) 171-1335,NY,40 Charles Road ,10002
Sunnyside,412,dexter.roberts@gmail.com,Dexter,Roberts,NULL,NY,84 Thatcher Court ,11104
Baldwin,413,ginette.edwards@hotmail.com,Ginette,Edwards,NULL,NY,9262 NW. Center Ave. ,11510
Ithaca,414,romaine.haley@aol.com,Romaine,Haley,NULL,NY,737 Edgefield Drive ,14850
Harlingen,415,gwendolyn.miller@msn.com,Gwendolyn,Miller,NULL,TX,90 Fordham Ave. ,78552
Hempstead,416,luke.fuller@hotmail.com,Luke,Fuller,(516) 363-2253,NY,576 Cleveland Lane ,11550
Huntington Station,417,zoraida.patton@aol.com,Zoraida,Patton,NULL,NY,95 Grand Dr. ,11746
Oxnard,418,georgeanna.webster@msn.com,Georgeanna,Webster,(805) 885-8830,CA,40 Creekside Circle ,93035
Poughkeepsie,419,krystin.marshall@hotmail.com,Krystin,Marshall,NULL,NY,10 Old Proctor Lane ,12601
Merrick,420,vince.schneider@hotmail.com,Vince,Schneider,NULL,NY,473 Corona Ave. ,11566
Monroe,421,iola.rasmussen@yahoo.com,Iola,Rasmussen,NULL,NY,283 N. Manor Station Dr. ,10950
Victoria,422,valery.saunders@msn.com,Valery,Saunders,NULL,TX,42 Marlborough St. ,77904
Deer Park,423,johna.powers@hotmail.com,Johna,Powers,NULL,NY,379 Central Ave. ,11729
Utica,424,charleen.hurst@yahoo.com,Charleen,Hurst,NULL,NY,87 Country Avenue ,13501
Mount Vernon,425,augustina.joyner@aol.com,Augustina,Joyner,NULL,NY,7931 Honey Creek Court ,10550
Pomona,426,daisy.ward@msn.com,Daisy,Ward,NULL,CA,45 Silver Spear Ave. ,91768
Garland,427,latonya.dixon@hotmail.com,Latonya,Dixon,NULL,TX,9399 Evergreen Street ,75043
New Rochelle,428,hipolito.padilla@hotmail.com,Hipolito,Padilla,NULL,NY,311 E. Rose Avenue ,10801
Valley Stream,429,emmett.casey@yahoo.com,Emmett,Casey,NULL,NY,893 Logan St. ,11580
Massapequa Park,430,kandi.mcneil@msn.com,Kandi,Mcneil,NULL,NY,402 Border Street ,11762
Bellmore,431,luciano.marsh@aol.com,Luciano,Marsh,NULL,NY,7685 South Willow Drive ,11710
East Meadow,432,julius.holt@aol.com,Julius,Holt,NULL,NY,386 Lower River Street ,11554
Longview,433,holly.nieves@aol.com,Holly,Nieves,NULL,TX,60 Cleveland St. ,75604
Duarte,434,douglass.little@hotmail.com,Douglass,Little,NULL,CA,294 Harvey Drive ,91010
Woodhaven,435,izola.hobbs@gmail.com,Izola,Hobbs,NULL,NY,685 Beacon Dr. ,11421
Bayside,436,honey.camacho@gmail.com,Honey,Camacho,NULL,NY,934 2nd St. ,11361
Orchard Park,437,laureen.barry@yahoo.com,Laureen,Barry,NULL,NY,909 Ridge St. ,14127
Queensbury,438,katharine.herrera@hotmail.com,Katharine,Herrera,NULL,NY,395 SE. Branch St. ,12804
Jamaica,439,sunshine.rosario@aol.com,Sunshine,Rosario,NULL,NY,1 Chestnut Lane ,11432
Ballston Spa,440,yevette.todd@aol.com,Yevette,Todd,NULL,NY,119 Lakewood Rd. ,12020
Port Washington,441,dorthea.walker@aol.com,Dorthea,Walker,NULL,NY,11 Third St. ,11050
Yonkers,442,alane.munoz@gmail.com,Alane,Munoz,(914) 706-7576,NY,8 Strawberry Dr. ,10701
Oxnard,443,ayana.keith@hotmail.com,Ayana,Keith,(805) 230-2101,CA,182 Thorne Road ,93035
San Lorenzo,444,caridad.compton@aol.com,Caridad,Compton,NULL,CA,9575 SW. Kingston Court ,94580
Mount Vernon,445,earline.ballard@hotmail.com,Earline,Ballard,NULL,NY,939 Lyme Road ,10550
Amsterdam,446,nathanael.bradley@aol.com,Nathanael,Bradley,NULL,NY,58 Third St. ,12010
Vista,447,chasidy.tran@msn.com,Chasidy,Tran,NULL,CA,9286 Anderson Street ,92083
Rochester,448,janella.bright@aol.com,Janella,Bright,(507) 616-2958,NY,7317 Tower Dr. ,14606
Canyon Country,449,josie.schultz@hotmail.com,Josie,Schultz,NULL,CA,225 Mammoth Street ,91387
Carmel,450,ellsworth.michael@yahoo.com,Ellsworth,Michael,NULL,NY,9982 White St. ,10512
Rowlett,451,jennette.wooten@msn.com,Jennette,Wooten,NULL,TX,8221 Bow Ridge Lane ,75088
Hicksville,452,cassandra.nichols@yahoo.com,Cassandra,Nichols,NULL,NY,4 Glenwood Circle ,11801
Garden City,453,courtney.wyatt@gmail.com,Courtney,Wyatt,NULL,NY,369 Arrowhead St. ,11530
Bay Shore,454,terese.palmer@hotmail.com,Terese,Palmer,NULL,NY,8 Sugar Drive ,11706
Liverpool,455,sherita.cherry@gmail.com,Sherita,Cherry,NULL,NY,9636 Old Cedarwood Street ,13090
Jamaica,456,serina.hensley@yahoo.com,Serina,Hensley,NULL,NY,53 Proctor Drive ,11432
Richmond Hill,457,jeni.farley@aol.com,Jeni,Farley,NULL,NY,4 Mill Lane ,11418
Holbrook,458,everett.vega@yahoo.com,Everett,Vega,NULL,NY,7859 James Ave. ,11741
Bakersfield,459,latosha.dalton@yahoo.com,Latosha,Dalton,(661) 529-4501,CA,59 E. Wintergreen Ave. ,93306
Garden City,460,romelia.myers@msn.com,Romelia,Myers,NULL,NY,8630 Brook St. ,11530
Brentwood,461,effie.jenkins@msn.com,Effie,Jenkins,(631) 477-1277,NY,75 South Glen Eagles Court ,11717
Nanuet,462,efren.oliver@gmail.com,Efren,Oliver,NULL,NY,9343 1st Rd. ,10954
Plainview,463,jerlene.rios@yahoo.com,Jerlene,Rios,NULL,NY,32 Griffin St. ,11803
Garden City,464,bess.mcbride@yahoo.com,Bess,Mcbride,NULL,NY,9832 Winchester St. ,11530
Troy,465,birdie.kramer@hotmail.com,Birdie,Kramer,(248) 725-2174,NY,311 Newcastle Dr. ,12180
Smithtown,466,collen.hayes@yahoo.com,Collen,Hayes,NULL,NY,117 Eagle St. ,11787
Mahopac,467,clare.neal@msn.com,Clare,Neal,NULL,NY,8922 Shady Ave. ,10541
Lindenhurst,468,jeanett.herman@hotmail.com,Jeanett,Herman,NULL,NY,839 East Arch Street ,11757
Richmond Hill,469,micki.rutledge@aol.com,Micki,Rutledge,NULL,NY,9868 Marvon Street ,11418
Shirley,470,loise.walker@aol.com,Loise,Walker,NULL,NY,201 Glen Eagles St. ,11967
Freeport,471,burma.summers@yahoo.com,Burma,Summers,NULL,NY,890 East Elmwood Street ,11520
Amityville,472,myron.ruiz@gmail.com,Myron,Ruiz,NULL,NY,45 Shadow Brook Lane ,11701
Baldwin,473,lashawna.richardson@hotmail.com,Lashawna,Richardson,NULL,NY,9920 Purple Finch St. ,11510
Webster,474,lavern.orr@hotmail.com,Lavern,Orr,NULL,NY,913 N. Young Street ,14580
Victoria,475,alec.peck@hotmail.com,Alec,Peck,NULL,TX,4 W. Belmont St. ,77904
Santa Cruz,476,christopher.richardson@gmail.com,Christopher,Richardson,NULL,CA,7846 Windfall Dr. ,95060
Bellmore,477,arminda.weber@yahoo.com,Arminda,Weber,NULL,NY,6 Hill Field St. ,11710
Freeport,478,emmett.hahn@hotmail.com,Emmett,Hahn,NULL,NY,7727 6th St. ,11520
Flushing,479,gertha.mejia@yahoo.com,Gertha,Mejia,NULL,NY,518 Orchard St. ,11354
Amsterdam,480,garland.weaver@gmail.com,Garland,Weaver,NULL,NY,7161 Goldfield Court ,12010
Lake Jackson,481,jayson.rutledge@yahoo.com,Jayson,Rutledge,NULL,TX,8672 Coffee St. ,77566
Amarillo,482,narcisa.knapp@aol.com,Narcisa,Knapp,NULL,TX,435 Dogwood Dr. ,79106
Lindenhurst,483,gayla.sims@gmail.com,Gayla,Sims,NULL,NY,98 Hall Street ,11757
Euless,484,chelsey.boyd@yahoo.com,Chelsey,Boyd,NULL,TX,9569 Birchpond Ave. ,76039
East Elmhurst,485,catherine.miles@msn.com,Catherine,Miles,NULL,NY,7189 Elm Dr. ,11369
East Meadow,486,valeri.marshall@hotmail.com,Valeri,Marshall,NULL,NY,494 East Brewery Dr. ,11554
San Pablo,487,grace.madden@gmail.com,Grace,Madden,NULL,CA,606 East Rocky River St. ,94806
Anaheim,488,joaquin.hawkins@aol.com,Joaquin,Hawkins,(657) 557-1746,CA,3 Oklahoma Lane ,92806
Saratoga Springs,489,kirstie.vazquez@gmail.com,Kirstie,Vazquez,NULL,NY,8006 Rockland Ave. ,12866
Ossining,490,yu.mcdonald@aol.com,Yu,Mcdonald,NULL,NY,784 Pheasant Rd. ,10562
Massapequa,491,celestine.jacobs@gmail.com,Celestine,Jacobs,NULL,NY,87 Hanover Rd. ,11758
Corona,492,justa.thompson@aol.com,Justa,Thompson,NULL,NY,43 Manor Ave. ,11368
Hamburg,493,lise.alvarado@gmail.com,Lise,Alvarado,NULL,NY,9816 Newcastle Dr. ,14075
Uniondale,494,pearl.fox@yahoo.com,Pearl,Fox,NULL,NY,9415 Honey Creek Dr. ,11553
Los Banos,495,travis.goodman@yahoo.com,Travis,Goodman,NULL,CA,65 Rockcrest Dr. ,93635
Astoria,496,shu.mays@gmail.com,Shu,Mays,NULL,NY,996 St Margarets Lane ,11102
Nanuet,497,ezra.fowler@hotmail.com,Ezra,Fowler,NULL,NY,16 Pearl St. ,10954
North Tonawanda,498,edda.young@gmail.com,Edda,Young,NULL,NY,50 S. Airport Street ,14120
Baldwinsville,499,lidia.ashley@hotmail.com,Lidia,Ashley,NULL,NY,8436 Meadow St. ,13027
Jackson Heights,500,moira.lester@msn.com,Moira,Lester,NULL,NY,496 Greystone Court ,11372
Anaheim,501,tony.hicks@gmail.com,Tony,Hicks,(657) 260-6783,CA,226 Carriage Street ,92806
Whitestone,502,malinda.baxter@yahoo.com,Malinda,Baxter,NULL,NY,7698 Briarwood Ave. ,11357
Niagara Falls,503,marlo.jefferson@gmail.com,Marlo,Jefferson,NULL,NY,39 Trenton Rd. ,14304
Franklin Square,504,tiana.henderson@aol.com,Tiana,Henderson,NULL,NY,62 Orange St. ,11010
Jamaica,505,wilda.petersen@aol.com,Wilda,Petersen,NULL,NY,899 Helen St. ,11432
Torrance,506,irving.pitts@msn.com,Irving,Pitts,NULL,CA,346 College Court ,90505
Staten Island,507,sheree.pena@yahoo.com,Sheree,Pena,NULL,NY,822 Virginia Court ,10301
Lancaster,508,vance.taylor@msn.com,Vance,Taylor,(717) 218-5607,NY,8279 Military Dr. ,14086
Amsterdam,509,terra.pickett@aol.com,Terra,Pickett,NULL,NY,7822 Depot Avenue ,12010
South Richmond Hill,510,faustino.delacruz@msn.com,Faustino,Delacruz,NULL,NY,88 West Greenview Street ,11419
Fort Worth,511,julienne.moody@hotmail.com,Julienne,Moody,(682) 841-4643,TX,35 South Oxford Rd. ,76110
Selden,512,hee.greer@hotmail.com,Hee,Greer,NULL,NY,41 North Garfield Ave. ,11784
Hamburg,513,whitney.cash@gmail.com,Whitney,Cash,NULL,NY,8 Surrey Street ,14075
Hollis,514,clarita.curry@hotmail.com,Clarita,Curry,NULL,NY,661 Tanglewood Street ,11423
Scarsdale,515,reita.dickson@hotmail.com,Reita,Dickson,NULL,NY,7506 Mechanic Dr. ,10583
Brooklyn,516,rosa.kinney@yahoo.com,Rosa,Kinney,NULL,NY,330 Highland Drive ,11201
Bellmore,517,buford.gilbert@yahoo.com,Buford,Gilbert,NULL,NY,9 East Ketch Harbour Street ,11710
Palos Verdes Peninsula,518,homer.powers@msn.com,Homer,Powers,NULL,CA,8207 East El Dorado Ave. ,90274
Palos Verdes Peninsula,519,rudolf.gilliam@aol.com,Rudolf,Gilliam,NULL,CA,17 Marlborough Circle ,90274
